date,campaign_id,campaign_name,channel,funnel_stage,spend,impressions,clicks,conversions,new_customers,revenue,gross_profit
2025-03-09,C008,Affiliate Partner Deals,Affiliate,Conversion,434.82,34321,1473,152.1,125.5,13888.88,7499.99
2025-03-10,C008,Affiliate Partner Deals,Affiliate,Conversion,556.04,43125,1986,205.4,162.8,18253.78,9857.04
2025-03-11,C008,Affiliate Partner Deals,Affiliate,Conversion,486.61,39326,1778,185.5,133.9,16613.13,8971.09
2025-03-12,C008,Affiliate Partner Deals,Affiliate,Conversion,489.12,43000,1808,185.7,148.6,16606.92,8967.74
2025-03-13,C008,Affiliate Partner Deals,Affiliate,Conversion,557.01,48794,2012,165.4,130.3,12638.45,6824.77
2025-03-14,C008,Affiliate Partner Deals,Affiliate,Conversion,467.39,43135,1693,170.7,132.8,15018.17,8109.81
2025-03-15,C008,Affiliate Partner Deals,Affiliate,Conversion,434.59,37598,1563,154.8,117.8,14051.33,7587.72
2025-03-16,C008,Affiliate Partner Deals,Affiliate,Conversion,404.78,35172,1633,153.1,122.4,13085.8,7066.33
2025-03-17,C008,Affiliate Partner Deals,Affiliate,Conversion,459.38,37160,1637,170.2,129.0,15132.18,8171.38
2025-03-18,C008,Affiliate Partner Deals,Affiliate,Conversion,643.27,50292,2133,223.9,166.4,16663.48,8998.28
2025-03-19,C008,Affiliate Partner Deals,Affiliate,Conversion,614.28,49371,2403,220.5,167.8,17774.43,9598.19
2025-03-20,C008,Affiliate Partner Deals,Affiliate,Conversion,490.42,39608,1504,137.7,100.7,12698.19,6857.02
2025-03-21,C008,Affiliate Partner Deals,Affiliate,Conversion,466.84,38815,1502,120.9,99.8,8807.44,4756.02
2025-03-22,C008,Affiliate Partner Deals,Affiliate,Conversion,547.57,42077,1744,200.8,137.7,15385.38,8308.1
2025-03-23,C008,Affiliate Partner Deals,Affiliate,Conversion,575.16,48524,1902,174.7,126.9,14837.63,8012.32
2025-03-24,C008,Affiliate Partner Deals,Affiliate,Conversion,582.43,47556,1980,205.4,172.3,16608.65,8968.67
2025-03-25,C008,Affiliate Partner Deals,Affiliate,Conversion,566.0,45728,1777,157.5,116.2,11775.42,6358.73
2025-03-26,C008,Affiliate Partner Deals,Affiliate,Conversion,559.22,44737,1862,193.3,143.4,16088.86,8687.98
2025-03-27,C008,Affiliate Partner Deals,Affiliate,Conversion,476.94,41601,1694,155.3,129.6,12781.19,6901.84
2025-03-28,C008,Affiliate Partner Deals,Affiliate,Conversion,571.67,43389,1854,166.5,139.2,13704.58,7400.47
2025-03-29,C008,Affiliate Partner Deals,Affiliate,Conversion,473.03,41729,1985,160.9,132.2,13560.14,7322.48
2025-03-30,C008,Affiliate Partner Deals,Affiliate,Conversion,511.54,41947,1666,148.5,100.9,12948.68,6992.29
2025-03-31,C008,Affiliate Partner Deals,Affiliate,Conversion,548.56,43323,1772,204.5,158.6,16766.91,9054.13
2025-04-01,C008,Affiliate Partner Deals,Affiliate,Conversion,503.57,40134,1628,127.0,95.5,11238.24,6068.65
2025-04-02,C008,Affiliate Partner Deals,Affiliate,Conversion,546.1,43690,1777,147.4,110.0,12380.03,6685.22
2025-04-03,C008,Affiliate Partner Deals,Affiliate,Conversion,650.18,52003,2147,159.7,124.1,13269.64,7165.6
2025-04-04,C008,Affiliate Partner Deals,Affiliate,Conversion,609.78,49121,1937,156.9,120.1,13019.03,7030.28
2025-04-05,C008,Affiliate Partner Deals,Affiliate,Conversion,457.41,41521,1848,153.7,122.5,13226.17,7142.13
2025-04-06,C008,Affiliate Partner Deals,Affiliate,Conversion,426.18,35758,1856,168.1,134.6,13778.83,7440.57
2025-04-07,C008,Affiliate Partner Deals,Affiliate,Conversion,596.48,56803,2424,221.3,179.0,19457.68,10507.15
2025-04-08,C008,Affiliate Partner Deals,Affiliate,Conversion,482.32,40809,1752,135.6,117.3,11650.09,6291.05
2025-04-09,C008,Affiliate Partner Deals,Affiliate,Conversion,563.42,50994,2009,165.1,121.0,13919.18,7516.36
2025-04-10,C008,Affiliate Partner Deals,Affiliate,Conversion,519.68,44771,1820,141.2,106.0,11791.49,6367.4
2025-04-11,C008,Affiliate Partner Deals,Affiliate,Conversion,481.99,42485,1852,154.4,110.9,13459.03,7267.88
2025-04-12,C008,Affiliate Partner Deals,Affiliate,Conversion,464.26,39171,1617,125.6,91.8,10081.38,5443.94
2025-04-13,C008,Affiliate Partner Deals,Affiliate,Conversion,553.84,45522,1838,165.8,128.7,14985.13,8091.97
2025-04-14,C008,Affiliate Partner Deals,Affiliate,Conversion,579.44,45407,2493,204.1,153.2,17366.61,9377.97
2025-04-15,C008,Affiliate Partner Deals,Affiliate,Conversion,632.1,49247,2074,170.1,133.7,14482.93,7820.78
2025-04-16,C008,Affiliate Partner Deals,Affiliate,Conversion,643.62,51093,1700,153.6,108.9,12577.32,6791.75
2025-04-17,C008,Affiliate Partner Deals,Affiliate,Conversion,478.33,38970,1689,136.1,107.1,11472.34,6195.06
2025-04-18,C008,Affiliate Partner Deals,Affiliate,Conversion,484.2,43694,1755,126.8,95.0,11067.48,5976.44
2025-04-19,C008,Affiliate Partner Deals,Affiliate,Conversion,409.15,35735,1569,158.2,116.8,13922.14,7517.96
2025-04-20,C008,Affiliate Partner Deals,Affiliate,Conversion,420.46,34256,1421,121.5,92.2,10158.46,5485.57
2025-04-21,C008,Affiliate Partner Deals,Affiliate,Conversion,511.54,41611,1756,152.3,119.5,13704.51,7400.43
2025-04-22,C008,Affiliate Partner Deals,Affiliate,Conversion,631.19,47484,1865,151.0,111.4,13631.3,7360.9
2025-04-23,C008,Affiliate Partner Deals,Affiliate,Conversion,647.04,53670,2229,206.9,154.8,17042.87,9203.15
2025-04-24,C008,Affiliate Partner Deals,Affiliate,Conversion,545.53,46778,2173,185.1,146.0,15016.01,8108.65
2025-04-25,C008,Affiliate Partner Deals,Affiliate,Conversion,553.04,46134,1508,128.9,102.8,10904.36,5888.36
2025-04-26,C008,Affiliate Partner Deals,Affiliate,Conversion,468.65,41638,1705,154.0,130.1,13600.94,7344.51
2025-04-27,C008,Affiliate Partner Deals,Affiliate,Conversion,552.01,47399,1991,168.0,128.3,15206.08,8211.28
2025-04-28,C008,Affiliate Partner Deals,Affiliate,Conversion,471.66,38768,1686,127.9,96.8,10271.95,5546.85
2025-04-29,C008,Affiliate Partner Deals,Affiliate,Conversion,569.68,49966,2327,200.8,147.6,17181.7,9278.12
2025-04-30,C008,Affiliate Partner Deals,Affiliate,Conversion,526.19,47621,1627,138.6,96.7,12237.98,6608.51
2025-05-01,C008,Affiliate Partner Deals,Affiliate,Conversion,476.52,40929,1815,173.4,128.0,14941.05,8068.17
2025-05-02,C008,Affiliate Partner Deals,Affiliate,Conversion,610.68,50633,2086,171.1,137.6,13918.55,7516.02
2025-05-03,C008,Affiliate Partner Deals,Affiliate,Conversion,544.85,44325,1692,152.1,123.0,13495.57,7287.61
2025-05-04,C008,Affiliate Partner Deals,Affiliate,Conversion,570.47,51849,1973,190.2,155.5,18662.97,10078.0
2025-05-05,C008,Affiliate Partner Deals,Affiliate,Conversion,447.32,34410,1472,131.3,95.3,11332.72,6119.67
2025-05-06,C008,Affiliate Partner Deals,Affiliate,Conversion,523.23,38347,1573,146.5,114.9,13129.11,7089.72
2025-05-07,C008,Affiliate Partner Deals,Affiliate,Conversion,538.79,44359,1721,135.4,100.9,12176.66,6575.39
2025-05-08,C008,Affiliate Partner Deals,Affiliate,Conversion,644.09,60451,2451,190.3,150.6,17159.11,9265.92
2025-05-09,C008,Affiliate Partner Deals,Affiliate,Conversion,580.01,44125,1837,180.9,130.5,14877.73,8033.97
2025-05-10,C008,Affiliate Partner Deals,Affiliate,Conversion,523.04,40784,1496,139.5,104.3,11221.26,6059.48
2025-05-11,C008,Affiliate Partner Deals,Affiliate,Conversion,576.43,53154,2013,182.8,131.7,15768.2,8514.83
2025-05-12,C008,Affiliate Partner Deals,Affiliate,Conversion,467.46,39204,1584,159.1,114.8,12807.6,6916.1
2025-05-13,C008,Affiliate Partner Deals,Affiliate,Conversion,467.09,43925,1589,150.2,110.7,12898.24,6965.05
2025-05-14,C008,Affiliate Partner Deals,Affiliate,Conversion,492.79,41431,1739,164.3,121.5,13612.26,7350.62
2025-05-15,C008,Affiliate Partner Deals,Affiliate,Conversion,575.97,47063,1808,162.2,127.8,13990.09,7554.65
2025-05-16,C008,Affiliate Partner Deals,Affiliate,Conversion,508.4,45157,1510,144.6,109.8,12074.3,6520.12
2025-05-17,C008,Affiliate Partner Deals,Affiliate,Conversion,551.36,47438,2148,217.8,164.9,19099.55,10313.75
2025-05-18,C008,Affiliate Partner Deals,Affiliate,Conversion,464.91,43023,1961,182.7,139.5,15523.31,8382.59
2025-05-19,C008,Affiliate Partner Deals,Affiliate,Conversion,593.53,48090,2108,181.3,132.7,15600.79,8424.43
2025-05-20,C008,Affiliate Partner Deals,Affiliate,Conversion,620.41,50996,1750,173.5,131.8,14451.07,7803.58
2025-05-21,C008,Affiliate Partner Deals,Affiliate,Conversion,647.62,54634,2110,234.7,174.6,21048.72,11366.31
2025-05-22,C008,Affiliate Partner Deals,Affiliate,Conversion,598.09,53261,2556,221.3,169.0,17606.99,9507.77
2025-05-23,C008,Affiliate Partner Deals,Affiliate,Conversion,464.15,37952,1416,147.5,117.1,11678.98,6306.65
2025-05-24,C008,Affiliate Partner Deals,Affiliate,Conversion,434.7,36639,1897,205.3,151.9,16937.3,9146.14
2025-05-25,C008,Affiliate Partner Deals,Affiliate,Conversion,436.3,36642,1509,148.7,113.5,11320.35,6112.99
2025-05-26,C008,Affiliate Partner Deals,Affiliate,Conversion,515.91,46623,2111,190.9,144.2,15860.23,8564.53
2025-05-27,C008,Affiliate Partner Deals,Affiliate,Conversion,637.75,48278,2138,184.4,141.1,13082.41,7064.5
2025-05-28,C008,Affiliate Partner Deals,Affiliate,Conversion,566.02,50927,1723,183.0,142.2,14634.79,7902.79
2025-05-29,C008,Affiliate Partner Deals,Affiliate,Conversion,558.23,49723,2085,202.6,152.0,16138.74,8714.92
2025-05-30,C008,Affiliate Partner Deals,Affiliate,Conversion,552.78,43613,1932,151.3,110.0,11531.88,6227.21
2025-05-31,C008,Affiliate Partner Deals,Affiliate,Conversion,545.62,41127,1529,149.6,114.9,14546.93,7855.34
2025-06-01,C008,Affiliate Partner Deals,Affiliate,Conversion,462.67,39945,1738,119.7,87.2,9835.75,5311.3
2025-06-02,C008,Affiliate Partner Deals,Affiliate,Conversion,589.38,49031,1980,142.3,103.5,11297.22,6100.5
2025-06-03,C008,Affiliate Partner Deals,Affiliate,Conversion,627.16,53555,2134,170.4,131.3,13661.95,7377.45
2025-06-04,C008,Affiliate Partner Deals,Affiliate,Conversion,603.86,45587,1980,178.0,137.6,15436.1,8335.5
2025-06-05,C008,Affiliate Partner Deals,Affiliate,Conversion,642.42,60188,2511,181.4,131.1,15984.16,8631.45
2025-06-06,C008,Affiliate Partner Deals,Affiliate,Conversion,586.5,51084,2251,187.9,133.0,15051.96,8128.06
2025-06-07,C008,Affiliate Partner Deals,Affiliate,Conversion,437.77,35675,1300,107.6,81.1,7929.65,4282.01
2025-06-08,C008,Affiliate Partner Deals,Affiliate,Conversion,471.88,41074,1493,124.1,97.6,10220.66,5519.16
2025-06-09,C008,Affiliate Partner Deals,Affiliate,Conversion,457.97,38569,1734,144.7,109.0,12570.66,6788.15
2025-06-10,C008,Affiliate Partner Deals,Affiliate,Conversion,550.17,46490,1832,139.2,103.8,11239.44,6069.3
2025-06-11,C008,Affiliate Partner Deals,Affiliate,Conversion,590.22,49638,2018,165.3,126.6,15414.34,8323.75
2025-06-12,C008,Affiliate Partner Deals,Affiliate,Conversion,524.56,42250,1795,142.4,107.6,11754.83,6347.61
2025-06-13,C008,Affiliate Partner Deals,Affiliate,Conversion,465.78,35850,1186,99.0,79.6,7814.07,4219.6
2025-06-14,C008,Affiliate Partner Deals,Affiliate,Conversion,539.49,43923,1842,139.5,104.8,11620.28,6274.95
2025-06-15,C008,Affiliate Partner Deals,Affiliate,Conversion,551.75,46506,1881,121.2,95.0,10144.26,5477.9
2025-06-16,C008,Affiliate Partner Deals,Affiliate,Conversion,456.72,38817,1532,113.0,84.0,9209.69,4973.24
2025-06-17,C008,Affiliate Partner Deals,Affiliate,Conversion,532.1,49277,1933,151.9,117.1,13237.35,7148.17
2025-06-18,C008,Affiliate Partner Deals,Affiliate,Conversion,544.69,42769,2070,187.6,132.1,13955.91,7536.19
2025-06-19,C008,Affiliate Partner Deals,Affiliate,Conversion,622.34,52448,2250,178.1,125.0,15152.23,8182.21
2025-06-20,C008,Affiliate Partner Deals,Affiliate,Conversion,481.18,40029,1568,135.6,102.6,10530.8,5686.63
2025-06-21,C008,Affiliate Partner Deals,Affiliate,Conversion,467.87,36095,1606,137.4,99.3,11684.43,6309.59
2025-06-22,C008,Affiliate Partner Deals,Affiliate,Conversion,415.56,30505,1232,118.2,83.2,9798.47,5291.17
2025-06-23,C008,Affiliate Partner Deals,Affiliate,Conversion,442.01,36623,1213,84.7,62.6,7165.84,3869.56
2025-06-24,C008,Affiliate Partner Deals,Affiliate,Conversion,469.18,40011,1810,158.4,124.6,12415.15,6704.18
2025-06-25,C008,Affiliate Partner Deals,Affiliate,Conversion,564.79,56620,2826,250.5,197.1,22470.42,12134.03
2025-06-26,C008,Affiliate Partner Deals,Affiliate,Conversion,645.81,60270,2384,193.4,163.2,14052.65,7588.43
2025-06-27,C008,Affiliate Partner Deals,Affiliate,Conversion,431.96,32469,1253,101.5,75.7,8614.09,4651.61
2025-06-28,C008,Affiliate Partner Deals,Affiliate,Conversion,522.98,43239,1592,125.3,88.8,10986.83,5932.89
2025-06-29,C008,Affiliate Partner Deals,Affiliate,Conversion,525.67,45554,1796,142.5,114.6,12033.01,6497.83
2025-01-01,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1099.46,26914,228,3.9,3.6,392.6,223.78
2025-01-02,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1060.09,24739,324,5.1,5.4,630.73,359.52
2025-01-03,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1129.88,25584,316,5.1,5.0,564.68,321.87
2025-01-04,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1003.29,23323,235,3.3,3.1,421.52,240.27
2025-01-05,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,868.09,20556,228,4.0,4.1,453.1,258.27
2025-01-06,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,864.7,20078,244,5.2,4.8,505.1,287.91
2025-01-07,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1232.33,29156,324,6.0,5.8,616.26,351.27
2025-01-08,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1198.97,28416,281,4.8,4.3,520.9,296.91
2025-01-09,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,988.34,22987,242,4.2,4.4,468.49,267.04
2025-01-10,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1012.14,27042,307,5.4,5.3,665.62,379.4
2025-01-11,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,948.34,23475,276,4.2,3.9,464.19,264.59
2025-01-12,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,847.91,20179,228,3.8,3.5,376.33,214.51
2025-01-13,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1135.71,27965,284,4.9,4.8,553.2,315.32
2025-01-14,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1054.92,23332,243,4.7,4.3,513.72,292.82
2025-01-15,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1036.7,23929,271,3.6,3.0,425.85,242.74
2025-01-16,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1155.66,29169,303,5.5,5.6,532.67,303.62
2025-01-17,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,895.68,22754,235,3.8,3.8,413.0,235.41
2025-01-18,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1071.25,24440,238,4.2,3.7,498.33,284.05
2025-01-19,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,908.46,21654,208,3.3,3.4,403.05,229.74
2025-01-20,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1039.52,24580,272,4.6,4.6,500.53,285.3
2025-01-21,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,999.11,24219,295,5.1,5.1,542.12,309.01
2025-01-22,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1026.41,22581,241,3.9,3.9,400.84,228.48
2025-01-23,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1049.83,24775,304,5.6,4.7,612.4,349.07
2025-01-24,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,931.58,19147,225,3.4,3.2,385.36,219.65
2025-01-25,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,868.09,20879,216,3.3,3.3,473.32,269.79
2025-01-26,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1012.48,24880,272,4.2,4.1,518.98,295.82
2025-01-27,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,897.6,22507,242,5.1,4.5,598.58,341.19
2025-01-28,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1162.09,28064,278,4.1,3.9,461.69,263.16
2025-01-29,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1087.25,24237,280,5.1,4.8,544.46,310.34
2025-01-30,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,900.93,24840,285,4.7,4.7,612.39,349.06
2025-01-31,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1097.75,23940,260,4.1,3.9,423.45,241.36
2025-02-01,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,845.16,18812,213,3.8,3.4,379.59,216.37
2025-02-02,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,907.62,22420,257,4.6,3.7,493.79,281.46
2025-02-03,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1108.53,25806,253,4.3,4.0,587.79,335.04
2025-02-04,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1074.34,25224,275,4.9,4.7,529.38,301.75
2025-02-05,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1206.93,30494,360,6.7,6.8,755.87,430.84
2025-02-06,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1223.46,26159,269,4.8,4.7,577.85,329.37
2025-02-07,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1136.28,25712,302,6.1,5.7,697.09,397.34
2025-02-08,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1068.74,25880,282,4.1,4.2,480.02,273.61
2025-02-09,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,801.84,18520,181,3.2,3.1,388.38,221.38
2025-02-10,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,887.98,23002,253,5.1,4.7,584.46,333.14
2025-02-11,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1225.11,29301,281,4.9,4.8,493.86,281.5
2025-02-12,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1087.42,26197,264,5.1,4.6,496.66,283.1
2025-02-13,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1217.95,31646,321,5.7,5.6,600.77,342.44
2025-02-14,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,960.12,23050,263,4.0,3.5,366.82,209.09
2025-02-15,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1050.4,24610,288,6.0,5.7,656.77,374.36
2025-02-16,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1059.95,27603,281,5.4,5.1,585.3,333.62
2025-02-17,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1127.58,25545,254,4.9,4.7,534.67,304.76
2025-02-18,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,920.36,22528,239,4.6,4.5,573.3,326.78
2025-02-19,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1152.32,28823,310,5.6,5.2,768.34,437.95
2025-02-20,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1023.51,25143,312,4.9,4.5,530.01,302.11
2025-02-21,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1047.65,23068,241,4.9,4.9,552.21,314.76
2025-02-22,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,921.57,19821,231,4.3,3.9,491.33,280.06
2025-02-23,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,886.4,20419,205,3.4,3.1,396.6,226.06
2025-02-24,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,946.83,22941,248,4.3,4.5,418.34,238.45
2025-02-25,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1002.98,24348,269,4.6,4.3,471.47,268.74
2025-02-26,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1197.06,28260,267,5.2,5.3,457.94,261.03
2025-02-27,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1084.44,26199,293,5.3,5.2,626.19,356.93
2025-02-28,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1103.35,29199,321,6.3,5.6,696.1,396.78
2025-03-01,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,790.59,20432,277,5.9,5.3,651.29,371.24
2025-03-02,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,796.97,19173,232,5.1,4.3,631.67,360.05
2025-03-03,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1003.29,23066,288,5.6,5.0,573.85,327.09
2025-03-04,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1154.91,28995,364,7.2,6.7,902.27,514.29
2025-03-05,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1180.18,30625,343,7.1,6.7,807.33,460.18
2025-03-06,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1082.75,24716,268,5.1,4.9,568.28,323.92
2025-03-07,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1078.76,25344,273,6.5,6.3,699.74,398.85
2025-03-08,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,888.83,21990,237,4.7,4.4,531.32,302.85
2025-03-09,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1058.92,25856,245,4.4,3.7,523.75,298.54
2025-03-10,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,878.16,22572,251,5.7,5.4,627.76,357.82
2025-03-11,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1195.95,27131,282,6.2,6.5,673.51,383.9
2025-03-12,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,974.65,23559,241,4.1,3.8,413.0,235.41
2025-03-13,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1118.55,26368,285,5.6,5.5,589.77,336.17
2025-03-14,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,877.7,18876,208,4.4,4.0,435.47,248.22
2025-03-15,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,869.01,19840,234,5.1,4.9,566.74,323.04
2025-03-16,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,828.21,20136,203,4.2,4.1,470.98,268.46
2025-03-17,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1028.3,24229,263,4.8,4.3,582.56,332.06
2025-03-18,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,890.94,21461,206,4.2,3.9,577.98,329.45
2025-03-19,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1079.5,24222,289,6.5,5.6,740.89,422.31
2025-03-20,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,956.03,21123,246,4.7,4.3,512.74,292.26
2025-03-21,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,913.22,19979,268,5.1,4.8,610.35,347.9
2025-03-22,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,922.81,23750,254,5.3,5.1,598.88,341.36
2025-03-23,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,927.62,21911,279,5.2,4.9,572.61,326.39
2025-03-24,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,868.9,21152,252,4.4,4.3,490.2,279.41
2025-03-25,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1214.62,29152,268,5.5,5.3,560.83,319.67
2025-03-26,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1215.66,31685,336,7.2,6.8,756.35,431.12
2025-03-27,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1176.81,27318,337,7.3,6.8,878.79,500.91
2025-03-28,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,901.41,20563,234,4.3,3.8,526.45,300.08
2025-03-29,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,785.27,19276,185,3.7,3.5,401.26,228.72
2025-03-30,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,920.82,21747,238,4.4,4.2,523.87,298.6
2025-03-31,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1088.14,26263,260,5.4,5.4,720.95,410.94
2025-04-01,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1104.3,26934,335,5.5,5.5,587.04,334.61
2025-04-02,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1176.61,29848,334,6.8,6.1,779.94,444.56
2025-04-03,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1214.44,28417,263,5.2,5.0,542.0,308.94
2025-04-04,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1049.83,23713,295,5.2,4.9,606.55,345.73
2025-04-05,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,797.0,19216,225,4.2,4.2,431.2,245.78
2025-04-06,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,757.64,17649,196,3.5,3.3,382.81,218.2
2025-04-07,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,954.02,21971,216,4.1,4.1,452.95,258.18
2025-04-08,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1015.93,23013,248,5.0,5.0,563.41,321.14
2025-04-09,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1119.92,24219,274,5.2,5.2,662.47,377.61
2025-04-10,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,877.82,22106,220,4.5,4.5,548.6,312.7
2025-04-11,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,952.92,23299,292,4.9,4.9,594.06,338.61
2025-04-12,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,771.2,17165,196,3.6,3.5,418.72,238.67
2025-04-13,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,895.58,21758,264,4.6,4.4,477.43,272.13
2025-04-14,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,830.94,22191,217,4.2,4.2,453.68,258.6
2025-04-15,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1137.6,25498,262,4.8,4.8,542.62,309.3
2025-04-16,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1055.6,25459,253,5.3,5.4,561.49,320.05
2025-04-17,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,1008.54,24707,275,6.0,5.1,601.74,342.99
2025-04-18,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,819.89,19266,195,4.1,4.0,419.78,239.27
2025-04-19,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,812.69,20359,262,3.9,3.8,425.86,242.74
2025-04-20,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,909.32,21474,206,3.5,3.7,409.47,233.4
2025-04-21,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,954.36,23574,268,5.3,4.8,582.99,332.31
2025-04-22,C009,LinkedIn B2B Trial Push,LinkedIn,Experiment,935.8,21391,227,4.6,4.8,496.89,283.23
